	Domain	Phylum	Class	Order	Family	Genus	Species
34fa590b784cbe0038fe899e1c6c0e4f	d__Bacteria	 p__Myxococcota	 c__bacteriap25	 o__bacteriap25	 f__bacteriap25	 g__bacteriap25	 s__uncultured_Syntrophobacterales
64f06f8955a8482779f1757d4d695f2e	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__uncultured	unknown
f04144b2242ee17d0481451430008857	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__uncultured	 s__uncultured_soil
15e6e19b08d0b8d138454c961dd7c9c9	d__Bacteria	 p__Gemmatimonadota	 c__BD2-11_terrestrial_group	 o__BD2-11_terrestrial_group	 f__BD2-11_terrestrial_group	 g__BD2-11_terrestrial_group	 s__uncultured_Gemmatimonadetes
189315b27a9ebb82e4ab673460f5b078	d__Bacteria	 p__Gemmatimonadota	 c__BD2-11_terrestrial_group	 o__BD2-11_terrestrial_group	 f__BD2-11_terrestrial_group	 g__BD2-11_terrestrial_group	 s__uncultured_soil
66955ce335fc4c65a36bb7c1f5236c56	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Tistrellales	 f__Geminicoccaceae	 g__Candidatus_Alysiosphaera	 s__metagenome
4e8116835b89b0b63da66b0880fabcf1	d__Bacteria	 p__Chloroflexi	 c__Chloroflexia	 o__Chloroflexales	 f__Chloroflexaceae	unknown	unknown
c10ef83a7e25c0d1ce4577ca9bf4eb03	d__Bacteria	 p__Chloroflexi	 c__Chloroflexia	 o__Chloroflexales	 f__Chloroflexaceae	 g__FFCH7168	 s__uncultured_bacterium
8e5ba38cd2311585e611867a1f450b03	d__Bacteria	 p__Chloroflexi	 c__Chloroflexia	 o__Chloroflexales	 f__Chloroflexaceae	 g__FFCH7168	 s__uncultured_bacterium
35298b2a1e36f4ba4e86ac00168d90b4	d__Bacteria	 p__Chloroflexi	 c__Chloroflexia	 o__Chloroflexales	 f__Chloroflexaceae	unknown	unknown
a6bf7da317fe6e23d1758029b5aa45d3	d__Bacteria	 p__Chloroflexi	 c__Chloroflexia	 o__Chloroflexales	 f__Chloroflexaceae	 g__Chloroflexus	 s__Chloroflexi_bacterium
f3abfde66556f849b8c7f3409d311861	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Holosporales	 f__Holosporaceae	 g__uncultured	unknown
66861ca27f4610dad9bf6bee62c26a4b	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	unknown	unknown	unknown
d624ebb2cf293065c92aa35b136d53d8	d__Bacteria	 p__Gemmatimonadota	 c__AKAU4049	 o__AKAU4049	 f__AKAU4049	 g__AKAU4049	 s__uncultured_soil
974e36444886b08a54977ba1a80ae6b8	d__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__SBR1031	 f__SBR1031	 g__SBR1031	 s__uncultured_soil
117763c20e46811a891a184175df217d	d__Bacteria	 p__Gemmatimonadota	 c__BD2-11_terrestrial_group	 o__BD2-11_terrestrial_group	 f__BD2-11_terrestrial_group	 g__BD2-11_terrestrial_group	 s__metagenome
41fc3fc0b839782be65b3f069c2181be	d__Bacteria	 p__Cyanobacteria	 c__Sericytochromatia	 o__Sericytochromatia	 f__Sericytochromatia	 g__Sericytochromatia	 s__Hyaloperonospora_arabidopsidis
925724d5451e7193d04d7a5909b28946	d__Bacteria	 p__RCP2-54	 c__RCP2-54	 o__RCP2-54	 f__RCP2-54	 g__RCP2-54	 s__uncultured_Syntrophobacterales
3ea97b8820dff62b8f3a9b372edac0ad	d__Bacteria	 p__Cyanobacteria	 c__Sericytochromatia	 o__Sericytochromatia	 f__Sericytochromatia	 g__Sericytochromatia	 s__uncultured_Desulfuromonadaceae
777955f14b682e9f4236f05c35ac1b19	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Tistrellales	 f__Geminicoccaceae	 g__uncultured	unknown
06a473643648c0c54c9d611bf30f9693	d__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Pla1_lineage	 f__Pla1_lineage	 g__Pla1_lineage	 s__uncultured_soil
414dc727caba8bdf004cc149e08d2a1f	d__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Pla1_lineage	 f__Pla1_lineage	 g__Pla1_lineage	 s__uncultured_bacterium
b005c4e69edf5428b602c0e273b62e34	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__uncultured	 s__bacterium_enrichment
ec9f3d814edbf3af651ea2fc6efc30c9	d__Bacteria	 p__Chloroflexi	 c__Chloroflexia	 o__Thermomicrobiales	 f__JG30-KF-CM45	 g__JG30-KF-CM45	 s__uncultured_soil
1529f1173dc4548a91b30512d65046b3	d__Bacteria	 p__Chloroflexi	 c__Chloroflexia	 o__Thermomicrobiales	 f__JG30-KF-CM45	 g__JG30-KF-CM45	 s__uncultured_soil
6065b4ad718ac786cdb4f4f74f3ff2ef	d__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__RBG-13-54-9	 f__RBG-13-54-9	 g__RBG-13-54-9	 s__uncultured_Caldilineaceae
0eaef45830b72ccc3d8702e8ae7ab62d	d__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__RBG-13-54-9	 f__RBG-13-54-9	 g__RBG-13-54-9	 s__uncultured_sludge
35eaad38757fda757de1e579c8a6a3c7	d__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__RBG-13-54-9	 f__RBG-13-54-9	 g__RBG-13-54-9	unknown
f5832444bbdf840612711d03e46ef41b	d__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__RBG-13-54-9	 f__RBG-13-54-9	 g__RBG-13-54-9	unknown
eb99a69dde03b2c5acf2e07ad5f77fcc	d__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__RBG-13-54-9	 f__RBG-13-54-9	 g__RBG-13-54-9	 s__uncultured_sludge
3333582865f1ac284b9c8c8c3d2d3694	d__Bacteria	 p__Chloroflexi	 c__Chloroflexia	 o__Thermomicrobiales	 f__JG30-KF-CM45	 g__JG30-KF-CM45	unknown
42b2eb9370fed73a149722d6041db38a	d__Bacteria	 p__Actinobacteriota	 c__MB-A2-108	 o__MB-A2-108	 f__MB-A2-108	 g__MB-A2-108	 s__metagenome
f379ee156640738cda93abd415c221ab	d__Bacteria	 p__Chloroflexi	 c__Chloroflexia	 o__Thermomicrobiales	unknown	unknown	unknown
fa57df8c2bbf28c2b8c188e83d453e0d	d__Bacteria	 p__Chloroflexi	 c__Chloroflexia	 o__Thermomicrobiales	 f__AKYG1722	 g__AKYG1722	 s__uncultured_Alphaproteobacteria
0103576e9906e43c63e40d61b856e921	d__Bacteria	 p__Cyanobacteria	 c__Vampirivibrionia	 o__Obscuribacterales	 f__Obscuribacteraceae	 g__Obscuribacteraceae	 s__uncultured_bacterium
513a914a59ccde828267fcfd017742c0	d__Bacteria	 p__Cyanobacteria	 c__Sericytochromatia	 o__Sericytochromatia	 f__Sericytochromatia	 g__Sericytochromatia	unknown
39c6cc3b50b47ab9aaaf2e5d04bd639f	d__Bacteria	unknown	unknown	unknown	unknown	unknown	unknown
af1e95d5bcf88bfbc86b030ee975a67f	d__Bacteria	 p__Actinobacteriota	 c__MB-A2-108	 o__MB-A2-108	 f__MB-A2-108	 g__MB-A2-108	 s__uncultured_Catenulispora
5f42a6f1c2e6f1afb47f8bfcb0d8cc33	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micromonosporales	 f__Micromonosporaceae	unknown	unknown
6d8a5b7e64c0153fe8ed6a525f300e4b	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micromonosporales	 f__Micromonosporaceae	 g__Rhizocola	unknown
f5601267ca3b87946e031efe7482288a	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micromonosporales	 f__Micromonosporaceae	 g__Actinoplanes	unknown
ac3f8562e7a38582e9bfd5fb0b8e9495	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micromonosporales	 f__Micromonosporaceae	unknown	unknown
b1df4c8e3016e3324e4a6d2ccfaafe23	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micromonosporales	 f__Micromonosporaceae	unknown	unknown
4eb50f7c05a96cd301ff047173587401	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micromonosporales	 f__Micromonosporaceae	unknown	unknown
10ddd7734690fc4b66b721b98e9bd57d	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micromonosporales	 f__Micromonosporaceae	 g__Actinoplanes	unknown
d53da416670341db582c1c5ab572887b	d__Bacteria	unknown	unknown	unknown	unknown	unknown	unknown
39e49e6a15e20b791ffd89bffda71fe2	d__Bacteria	 p__Actinobacteriota	 c__MB-A2-108	 o__MB-A2-108	 f__MB-A2-108	 g__MB-A2-108	 s__metagenome
77769b84d3302a559dc40de3423a4c38	d__Bacteria	 p__Actinobacteriota	 c__Thermoleophilia	 o__Solirubrobacterales	 f__Solirubrobacteraceae	unknown	unknown
e0e3bf87ce0e06293d86ebecb24410ec	d__Bacteria	 p__GAL15	 c__GAL15	 o__GAL15	 f__GAL15	 g__GAL15	 s__uncultured_bacterium
71c26b84ad28e522cde8ab801e4ba6ea	d__Bacteria	 p__Acidobacteriota	 c__Acidobacteriae	 o__Subgroup_2	 f__Subgroup_2	 g__Subgroup_2	 s__uncultured_Holophaga
2b2f4c923947a43a68d6f4caf7519dcf	d__Bacteria	 p__Acidobacteriota	 c__Acidobacteriae	 o__Subgroup_2	 f__Subgroup_2	 g__Subgroup_2	 s__uncultured_eubacterium
e18a781d8c561f14505aae9b9ee972ec	d__Bacteria	unknown	unknown	unknown	unknown	unknown	unknown
2b9ca04819bbda54d192d56a836cda55	d__Bacteria	 p__GAL15	 c__GAL15	 o__GAL15	 f__GAL15	 g__GAL15	 s__uncultured_Firmicutes
c33559a46db9b7a7da68e99121e75a0f	d__Bacteria	 p__Chloroflexi	 c__Ktedonobacteria	 o__Ktedonobacterales	 f__Ktedonobacteraceae	 g__HSB_OF53-F07	 s__uncultured_Chloroflexales
9d5cf021ed078f69ca6b8fcd28a068c8	d__Bacteria	 p__Chloroflexi	 c__Ktedonobacteria	 o__Ktedonobacterales	 f__Ktedonobacteraceae	 g__HSB_OF53-F07	 s__uncultured_Chloroflexales
efd615da3b45241a42ccde6f3077ad6f	d__Bacteria	 p__Chloroflexi	 c__Ktedonobacteria	 o__Ktedonobacterales	 f__Ktedonobacteraceae	 g__HSB_OF53-F07	 s__uncultured_Chloroflexales
969b5cda199c13ccca303fb8b8e3a585	d__Bacteria	 p__Chloroflexi	 c__TK10	 o__TK10	 f__TK10	 g__TK10	 s__Chloroflexi_bacterium
c896d0abf4db734e38447b269df6261f	d__Bacteria	 p__Chloroflexi	 c__KD4-96	 o__KD4-96	 f__KD4-96	 g__KD4-96	 s__uncultured_Anaerolineaceae
7eeda3003c82a0858c903c6cafd176b3	d__Bacteria	 p__Firmicutes	unknown	unknown	unknown	unknown	unknown
95171c7fb8eee124329c56b87c75c9a2	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Acetobacterales	 f__Acetobacteraceae	unknown	unknown
2c214f7c7655e5ffdae7090f21e6d59e	d__Bacteria	 p__Actinobacteriota	 c__MB-A2-108	 o__MB-A2-108	 f__MB-A2-108	 g__MB-A2-108	 s__uncultured_bacterium
a305ef60401408dcdc57d0d3f37a3e06	d__Bacteria	 p__Actinobacteriota	 c__MB-A2-108	 o__MB-A2-108	 f__MB-A2-108	 g__MB-A2-108	 s__uncultured_bacterium
666a4fa1a489b3cd1006c20506e8f1b9	d__Bacteria	 p__Actinobacteriota	 c__MB-A2-108	 o__MB-A2-108	 f__MB-A2-108	 g__MB-A2-108	 s__uncultured_actinobacterium
054ab2aba0ead05a373d68d25b527a74	d__Bacteria	 p__GAL15	 c__GAL15	 o__GAL15	 f__GAL15	 g__GAL15	 s__uncultured_bacterium
2626e6efb54b5db9ecc778cae07c2e37	d__Bacteria	 p__Cyanobacteria	 c__Vampirivibrionia	 o__Vampirovibrionales	 f__Vampirovibrionales	 g__Vampirovibrionales	 s__metagenome
c56c9f7183fb1b69df298dc773f2a3ce	d__Bacteria	 p__Armatimonadota	 c__Fimbriimonadia	 o__Fimbriimonadales	 f__Fimbriimonadaceae	 g__Fimbriimonadaceae	unknown
95183f0c56a6e91462d9cded9fb13515	d__Bacteria	 p__Armatimonadota	 c__Fimbriimonadia	 o__Fimbriimonadales	 f__Fimbriimonadaceae	 g__Fimbriimonadaceae	unknown
694f6535c7cc8ff9d50e9a38da04ed35	d__Bacteria	 p__Chloroflexi	 c__Chloroflexia	 o__Thermomicrobiales	 f__Thermomicrobiaceae	 g__Sphaerobacter	unknown
29b2f76ac8ace028451b7f65295b701e	d__Bacteria	 p__Chloroflexi	 c__Chloroflexia	 o__Thermomicrobiales	 f__Thermomicrobiaceae	 g__Sphaerobacter	unknown
3260d17ff1fcf2a6652f1737d59a00a1	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micromonosporales	 f__Micromonosporaceae	 g__Virgisporangium	unknown
4f171d4c4d7fcebf5c4e91694e47de2d	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micromonosporales	 f__Micromonosporaceae	unknown	unknown
5c53b1b0c20ea242c419f00894c19557	d__Bacteria	 p__Chloroflexi	 c__Chloroflexia	 o__Thermomicrobiales	 f__AKYG1722	 g__AKYG1722	 s__uncultured_Alphaproteobacteria
1ae65cbb0918ce465ad503c0b2e8fffd	d__Bacteria	 p__Patescibacteria	 c__ABY1	 o__Candidatus_Magasanikbacteria	 f__Candidatus_Magasanikbacteria	 g__Candidatus_Magasanikbacteria	unknown
e050bb9d246560aab88463c97b4ccafe	d__Bacteria	unknown	unknown	unknown	unknown	unknown	unknown
e12629ffbf2336f963603d34480fa811	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__S-BQ2-57_soil_group	 f__S-BQ2-57_soil_group	 g__S-BQ2-57_soil_group	unknown
8bcaf0d5250b2a27eb98b659abd2143a	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Opitutales	 f__Opitutaceae	 g__Cephaloticoccus	 s__uncultured_Verrucomicrobia
520556d853d7b460b81887cde3d84229	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Opitutales	 f__Opitutaceae	 g__Alterococcus	 s__uncultured_bacterium
3dacbaadd76e896f42a716d03ab8678b	d__Bacteria	 p__Planctomycetota	unknown	unknown	unknown	unknown	unknown
cc629f1706004730eb361b3c51d60335	d__Bacteria	unknown	unknown	unknown	unknown	unknown	unknown
6a25dee96b747077c8a862ae38844930	d__Bacteria	 p__Chloroflexi	 c__Chloroflexia	 o__Chloroflexales	 f__Roseiflexaceae	 g__uncultured	 s__uncultured_Chloroflexaceae
c8d89f709ecca9072d2d6a41fedb038c	d__Bacteria	 p__Chloroflexi	 c__Chloroflexia	 o__Chloroflexales	 f__Roseiflexaceae	 g__uncultured	 s__uncultured_Chloroflexaceae
3d8ef6c314625df3fc28022fc64a4f7d	d__Bacteria	 p__Chloroflexi	 c__Chloroflexia	 o__Chloroflexales	 f__Roseiflexaceae	 g__uncultured	 s__uncultured_Chloroflexaceae
658db6d3390783d87504ab4b0321601b	d__Bacteria	 p__Chloroflexi	 c__Chloroflexia	 o__Chloroflexales	 f__Roseiflexaceae	 g__uncultured	 s__uncultured_Chloroflexaceae
957f35e19843543d8aa6d9b8918210f1	d__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__S-70	 f__S-70	 g__S-70	 s__groundwater_metagenome
b7c30964f664f26ba50b9e7e397072a5	d__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__S-70	 f__S-70	 g__S-70	 s__groundwater_metagenome
1af67d5099f5ed31ff3102fda6035392	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	unknown	unknown	unknown
3d672a1f30c65f7d12611b4a89b50298	d__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Tepidisphaerales	 f__CPla-3_termite_group	 g__CPla-3_termite_group	 s__metagenome
4f5721881cdfdb462fe86852aafda918	d__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Phycisphaerales	 f__Phycisphaeraceae	 g__SM1A02	 s__unidentified_marine
7463326cd5bfdf725a3edeab28a19400	d__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Phycisphaerales	 f__Phycisphaeraceae	 g__SM1A02	unknown
10cba1f23c903e206fb332eeb4115c04	d__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Phycisphaerales	 f__Phycisphaeraceae	 g__uncultured	 s__metagenome
01a1a68b4614d29c90a357c56b0739e7	d__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Tepidisphaerales	 f__WD2101_soil_group	 g__WD2101_soil_group	unknown
e9f3d73d54f8c6c93c616aacf7d4c613	d__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Phycisphaerales	 f__Phycisphaeraceae	 g__uncultured	 s__uncultured_Bacteroidetes
f0c1127ac5bfffd35132dcb6aabaaca8	d__Bacteria	 p__Gemmatimonadota	 c__Gemmatimonadetes	 o__Gemmatimonadales	 f__Gemmatimonadaceae	 g__uncultured	unknown
c7e8f4fbbb56fbc47d4a0437561700bf	d__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Phycisphaerales	 f__Phycisphaeraceae	 g__CL500-3	unknown
99a91663b42dcf9c673d581b469276ca	d__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Phycisphaerales	 f__Phycisphaeraceae	 g__CL500-3	unknown
44a68a36042843c85dddb95befcd8291	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__Vicinamibacteraceae	 g__Vicinamibacteraceae	unknown
58af0e69842f670350125b4dd89f119e	d__Bacteria	 p__Acidobacteriota	 c__Holophagae	 o__Subgroup_7	 f__Subgroup_7	 g__Subgroup_7	unknown
40340278fc16232f954cf8450afcca9b	d__Bacteria	 p__Acidobacteriota	 c__Holophagae	 o__Subgroup_7	 f__Subgroup_7	 g__Subgroup_7	 s__metagenome
5f911ad9e32bf70d55555ee9c2e5c667	d__Bacteria	 p__Acidobacteriota	 c__Holophagae	 o__Subgroup_7	 f__Subgroup_7	 g__Subgroup_7	 s__uncultured_Holophaga
1587d26584c29844411fddb7eacb17e4	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__uncultured	 g__uncultured	 s__uncultured_Acidobacterium
384374b8f6f559fe55b5b506ee43e119	d__Bacteria	 p__Chloroflexi	 c__Chloroflexia	 o__Kallotenuales	 f__AKIW781	 g__AKIW781	 s__uncultured_Kouleothrix
a9fec2b19a316ffca137269c79d6b928	d__Bacteria	 p__Chloroflexi	 c__Chloroflexia	 o__Kallotenuales	 f__AKIW781	 g__AKIW781	 s__uncultured_soil
f7053b79ce00e7b32f03ec0f2629c9d0	d__Bacteria	 p__Chloroflexi	 c__Chloroflexia	 o__Chloroflexales	 f__Roseiflexaceae	 g__uncultured	unknown
539d0e1b4978558b7014fd2a95052e94	d__Bacteria	 p__Chloroflexi	 c__Chloroflexia	 o__Chloroflexales	 f__Roseiflexaceae	 g__uncultured	 s__uncultured_soil
2e4f3fba98c231e080d9b4aa5811161c	d__Bacteria	 p__Chloroflexi	 c__Chloroflexia	 o__Kallotenuales	 f__AKIW781	 g__AKIW781	 s__uncultured_Kouleothrix
b4fc8919f28b4a69a4a739035edc5892	d__Bacteria	 p__Chloroflexi	 c__Chloroflexia	 o__Chloroflexales	 f__Roseiflexaceae	 g__uncultured	unknown
952eec956872c2287e25badc1422cf7b	d__Bacteria	 p__Chloroflexi	 c__Chloroflexia	 o__Kallotenuales	 f__AKIW781	 g__AKIW781	unknown
ca78e822edc731750534d6d3dc0c0f61	d__Bacteria	 p__Chloroflexi	 c__Chloroflexia	 o__Kallotenuales	 f__AKIW781	 g__AKIW781	 s__uncultured_Chloroflexi
0bc627a6da07cf4e40f04a833d5ffe75	d__Bacteria	unknown	unknown	unknown	unknown	unknown	unknown
9b360386747af64b9888e164ff985123	d__Bacteria	 p__Chloroflexi	 c__Chloroflexia	 o__Kallotenuales	 f__AKIW781	 g__AKIW781	unknown
f59d99ddd86183c62c0556edea247c32	d__Bacteria	unknown	unknown	unknown	unknown	unknown	unknown
38a4a340e76db4b32f629ce78b36b7c2	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__Vicinamibacteraceae	 g__Vicinamibacter	 s__Acidobacteria_bacterium
de2c88542669fbb45cf451c1d9498acb	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__Vicinamibacteraceae	 g__Vicinamibacteraceae	unknown
e4670509e8f5953a279e3382db2e26b7	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__Vicinamibacteraceae	 g__uncultured	unknown
94caae71208ca48532f3faf5f5de1dbf	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__Vicinamibacteraceae	 g__Vicinamibacteraceae	unknown
d1593eeeaffc98243468b18dd7314e9d	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__Vicinamibacteraceae	 g__Vicinamibacteraceae	unknown
7882e210e97afb23d9b4859e5da11f09	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__Vicinamibacteraceae	 g__Vicinamibacteraceae	 s__uncultured_Acidobacterium
4aebe41b9d0f659c2bdfbd1af7952cfb	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__Vicinamibacteraceae	 g__Vicinamibacteraceae	 s__uncultured_Acidobacterium
2a135f9f63b2cb44eda58b19171e218c	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__Vicinamibacteraceae	 g__Vicinamibacteraceae	unknown
7200930aebc78541d86edd9ec83b7822	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__Vicinamibacteraceae	 g__Vicinamibacteraceae	unknown
1b01c870971564b5d7bc68f83b14f521	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__Vicinamibacteraceae	 g__Vicinamibacteraceae	unknown
7fe233ce80fcc31abbe36cf6c9f39f5e	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__Vicinamibacteraceae	 g__Vicinamibacteraceae	unknown
00dfc686ce6b6070a918056028fcf451	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__Vicinamibacteraceae	 g__Vicinamibacteraceae	unknown
c3e6521d0ef6c5e3832847e2d66c616f	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__Vicinamibacteraceae	 g__Vicinamibacteraceae	unknown
695c0d005dc54995be5399bd2d6aa743	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__Vicinamibacteraceae	 g__Vicinamibacteraceae	 s__uncultured_Saccharibacillus
a19f411c014681936f437adbb2f26db0	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__Vicinamibacteraceae	 g__Vicinamibacteraceae	 s__uncultured_Holophagae
1742f236a13b680ae37945c4d1f559cf	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Gemmatales	 f__Gemmataceae	 g__uncultured	unknown
2ae8f327dda31be22354b3e4141b70c9	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__uncultured	 s__uncultured_sludge
3e95f92766c324570c23e0c1669bb8ee	d__Bacteria	 p__Acidobacteriota	 c__Holophagae	 o__Subgroup_7	 f__Subgroup_7	 g__Subgroup_7	 s__uncultured_Desulfovirga
a672396909d07a4eaef829a438d6077a	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__Vicinamibacteraceae	 g__Vicinamibacter	 s__uncultured_bacterium
b69f55fd8a60284f6408f8fe6c5991b4	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__Vicinamibacteraceae	unknown	unknown
d60379c824eb507efb6712aad41c23f4	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__Vicinamibacteraceae	 g__Vicinamibacteraceae	unknown
6eb0cba9fb4c75d2428f77c43a314a4d	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__Vicinamibacteraceae	 g__Vicinamibacteraceae	unknown
5f2fb7951476e174123d83e0c3c8550e	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	unknown	unknown	unknown	unknown
d601181740970e7045e3fa21f7bdfa00	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Gammaproteobacteria_Incertae_Sedis	 f__Unknown_Family	 g__Candidatus_Berkiella	 s__Coxiellaceae_bacterium
149a1d1fd55de0813ebff677dd76a705	d__Bacteria	 p__Acidobacteriota	 c__Holophagae	 o__Subgroup_7	 f__Subgroup_7	 g__Subgroup_7	unknown
5f53d6ce928e055f1648279e84c56f0c	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Bacillales	 f__Bacillaceae	 g__Bacillus	unknown
31d11a77b89c4af08d4b1147bcd092f0	d__Bacteria	 p__Acidobacteriota	 c__Vicinamibacteria	 o__Vicinamibacterales	 f__Vicinamibacteraceae	 g__Vicinamibacteraceae	unknown
d2ef7f56bef7c134081af4a82f56a430	d__Bacteria	 p__Planctomycetota	 c__OM190	 o__OM190	 f__OM190	 g__OM190	 s__uncultured_bacterium
b84531ea47e1cf75f8c2fcc297fff03b	d__Bacteria	 p__Myxococcota	 c__Polyangia	 o__MSB-4B10	 f__MSB-4B10	 g__MSB-4B10	 s__uncultured_bacterium
8e7229afa190b5af6cad6bc617e4d1c0	d__Bacteria	 p__Myxococcota	 c__Polyangia	 o__MSB-4B10	 f__MSB-4B10	 g__MSB-4B10	unknown
b9720d960ae9c7506b267204e6c68eb5	d__Bacteria	 p__Myxococcota	 c__Polyangia	 o__mle1-27	 f__mle1-27	 g__mle1-27	 s__uncultured_Myxococcales
07c721dd65fed5cfb5d404e1d1f6ef23	d__Bacteria	 p__Myxococcota	unknown	unknown	unknown	unknown	unknown
9472bfb802c793bbdf7148e6b12b6bd0	d__Bacteria	 p__Myxococcota	 c__Myxococcia	 o__Myxococcales	 f__Myxococcaceae	 g__P3OB-42	unknown
c0ef9a58708a7284531aa90933d86d7b	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	unknown	unknown	unknown	unknown
88d4d59e460b64f7608361fed8fb2b06	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__uncultured	 f__uncultured	 g__uncultured	 s__metagenome
4d659a8763788b4c974b049e954fd7ae	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Pseudomonadales	 f__Moraxellaceae	 g__Cavicella	 s__metagenome
5ed0d1b947f7d5f3ebf10ecbcc0f61f3	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Pseudomonadales	 f__Pseudomonadaceae	 g__Pseudomonas	unknown
